Marca_Temporal,ID_Unico,Texto,Texto_Limpio,Longitud_Tokens
4/25/2024 12:55:12,UYE2QAWR,Usen la palabra correcta,Usen la palabra correcta,6
4/25/2024 13:02:31,0YIJFHVF,Vive,Vive,1
4/25/2024 13:31:22,0WK1Q15C,"Sentirse seguro, comodo y bien independientemente de con quien estes o donde estes.","Sentirse seguro, comodo y bien independientemente de con quien estes o donde estes.",18
4/25/2024 14:51:28,89R7BFY3,Encontrar el equilibrio entre la parte emocional y mental de un individuo,Encontrar el equilibrio entre la parte emocional y mental de un individuo,16
4/25/2024 18:06:23,W8897XTA,"La felicidad son pequeños momentos de nuestra vida, no siempre podemos ser felices, lo importante es encontrar un equilibrio y aprender a disfrutar de las pequeñas cosas que nos hacen felices  ","La felicidad son pequeños momentos de nuestra vida, no siempre podemos ser felices, lo importante es encontrar un equilibrio y aprender a disfrutar de las pequeñas cosas que nos hacen felices",39
4/25/2024 18:26:25,MOXPM084,La tranquilidad viene de la mano con la felicidad,La tranquilidad viene de la mano con la felicidad,14
4/25/2024 18:32:43,DXF0Z2FN,"Me gusta fomentarme y para mí la felicidad está en todo ver la vida de manera diferente, solemos estar tan metidos en nuestras cosas que no vemos lo que nos rodea, disfrutar de todo, sentirlo y prepararnos porque nunca nos preparamos para los momentos malos y cuando llegan lamentablemente muchos no saben que hacer, se frustran y culpan a si mismos o a otras personas.","Me gusta fomentarme y para mí la felicidad está en todo ver la vida de manera diferente, solemos estar tan metidos en nuestras cosas que no vemos lo que nos rodea, disfrutar de todo, sentirlo y prepararnos porque nunca nos preparamos para los momentos malos y cuando llegan lamentablemente muchos no saben que hacer, se frustran y culpan a si mismos o a otras personas.",95
4/25/2024 18:42:00,NDMKZW1M,Tranquilidad y plenitud,Tranquilidad y plenitud,8
4/25/2024 19:18:17,A8QN8I2L,"¿Dónde busco la felicidad? Es un momento que llega y ya, se esfuma.   Nadie sabe donde se encuentra exactamente. ","¿Dónde busco la felicidad? Es un momento que llega y ya, se esfuma. Nadie sabe donde se encuentra exactamente.",33
4/25/2024 19:33:43,UBSR9VC8,El significado de la vida es el camino que recorres para encontrarlo,El significado de la vida es el camino que recorres para encontrarlo,15
4/25/2024 19:38:25,W8ILZE4K,Un señuelo evolutivo.,Un señuelo evolutivo.,8
4/25/2024 19:49:50,ONSV8AYQ,felicidad son momentos de la vida que a no se repetiran pero cada uno de ellos siempre estaran contigo hasta el final ,felicidad son momentos de la vida que a no se repetiran pero cada uno de ellos siempre estaran contigo hasta el final,28
4/25/2024 20:20:12,OY7Q1STH,Un lugar boscoso frío de una montaña ,Un lugar boscoso frío de una montaña,9
4/25/2024 21:18:09,A9SQ6NWO,"La felicidad para mi es aquella parte de la vida en la cual uno puede ser como es sin miedo a lo que pase, así como sin preocupaciones, mucha libertad y con personas que lo aprecian","La felicidad para mi es aquella parte de la vida en la cual uno puede ser como es sin miedo a lo que pase, así como sin preocupaciones, mucha libertad y con personas que lo aprecian",45
4/25/2024 21:55:05,1C8YLNRI,Familia,Familia,1
4/25/2024 22:01:24,U8GAYRZ7,Tener paz en todos los aspectos y saber disfrutarla ,Tener paz en todos los aspectos y saber disfrutarla,13
4/26/2024 6:49:03,F65E8SEA,"Para mí ser feliz, es amarte a ti mismo y amar las cosas que haces, si no estás estresado y disfrutas de tu día a día, recordar cómo me siento mientras hago las cosas que me gustan como por ejemplo mientras hago ejercicio, mientras estoy jugando con mis amigos, cuando tengo citas con mi novio, cuando voy al cine con mi familia, cuando cuido mis plantas y dan flores, hay pequeñas y grandes cosas que te hacen ser feliz","Para mí ser feliz, es amarte a ti mismo y amar las cosas que haces, si no estás estresado y disfrutas de tu día a día, recordar cómo me siento mientras hago las cosas que me gustan como por ejemplo mientras hago ejercicio, mientras estoy jugando con mis amigos, cuando tengo citas con mi novio, cuando voy al cine con mi familia, cuando cuido mis plantas y dan flores, hay pequeñas y grandes cosas que te hacen ser feliz",105
4/26/2024 10:01:08,16UOLNVY,La felicidad es sentirte bien contigo mismo y con las personas que amas.,La felicidad es sentirte bien contigo mismo y con las personas que amas.,19
4/26/2024 10:39:25,D1S2USQV,La felicidad es el sentirse pleno y autosuficiente con uno mismo ,La felicidad es el sentirse pleno y autosuficiente con uno mismo,17
4/26/2024 11:14:18,83ECQ6P2,un repentino momento en tu vida donde cuerpo y mente se sienten en calma. ,un repentino momento en tu vida donde cuerpo y mente se sienten en calma.,18
4/26/2024 11:50:56,LS7WFV2B,Aquel sentir de tranquilidad en donde te encuentra y con quienes estes incluso si es solo contigo mismo.,Aquel sentir de tranquilidad en donde te encuentra y con quienes estes incluso si es solo contigo mismo.,24
4/26/2024 12:56:50,OAZ5FC8A,La felicidad son los momentos donde te sientes seguro apreciado mayormente con gente que te rodea o incluso solo ,La felicidad son los momentos donde te sientes seguro apreciado mayormente con gente que te rodea o incluso solo,25
4/26/2024 13:17:38,DCV5DO3V,"Paz mental, la búsqueda de la superación personal.","Paz mental, la búsqueda de la superación personal.",11
4/26/2024 13:22:06,STTZ7KC4,Disfrutar todo lo que haces,Disfrutar todo lo que haces,8
4/26/2024 13:24:46,BNMM9UFQ,Buscar un camino que nos guíe a encontrar lo que nos gusta y compartirlo con quienes queremos.,Buscar un camino que nos guíe a encontrar lo que nos gusta y compartirlo con quienes queremos.,25
4/26/2024 13:25:21,TA1NU1V7,Sonríe la vida es bella ,Sonríe la vida es bella,7
4/26/2024 13:25:59,UGTBZ7P3,Calma y paz,Calma y paz,4
4/26/2024 13:40:10,SOQQDFEW,Que la felicidad solo se da en pequeños momentos ,Que la felicidad solo se da en pequeños momentos,11
4/26/2024 13:49:23,0A63PM6K,"a mi percepción la felicidad es hacer lo que te gusta, vivir la vida. Pero claro, no puedes ser feliz siempre, de lo contrario pones en juego tu futuro. Es muy bueno ser feliz pero luego recuerdo que tiene consecuencias.","a mi percepción la felicidad es hacer lo que te gusta, vivir la vida. Pero claro, no puedes ser feliz siempre, de lo contrario pones en juego tu futuro. Es muy bueno ser feliz pero luego recuerdo que tiene consecuencias.",55
4/26/2024 13:50:36,X0GVR7CK,Saber amar y saber dejarse amar,Saber amar y saber dejarse amar,8
4/26/2024 13:54:03,19NLQDKA,"Para mi la felicidad seria estar rodeada de personas que ames y que te amen, personas que te hacen sentir bien con el simple hecho de estar a tu lado","Para mi la felicidad seria estar rodeada de personas que ames y que te amen, personas que te hacen sentir bien con el simple hecho de estar a tu lado",36
4/26/2024 13:57:41,2E2IMZRO,"Ese sentimiento de alegria al realizar una accion, ya sea para uno mismo o para otras personas","Ese sentimiento de alegria al realizar una accion, ya sea para uno mismo o para otras personas",22
4/26/2024 14:10:39,21X2D6PW,Hacer lo que a uno le guste sin descuidar las obligaciones ,Hacer lo que a uno le guste sin descuidar las obligaciones,17
4/26/2024 14:18:29,GP42KD2C,Estar tranquilo con uno mismo y no tener arrepentimientos.,Estar tranquilo con uno mismo y no tener arrepentimientos.,17
4/26/2024 14:32:36,27WD6UH2,"Dios es la felicidad, solo en Él se puede ser feliz","Dios es la felicidad, solo en Él se puede ser feliz",14
4/26/2024 14:33:09,4TF29YIO,El estar bien sin preocupaciones ,El estar bien sin preocupaciones,8
4/26/2024 14:35:23,UZNBAHRB,Busca lo que te relaje y te haga olvidar lo malo de la vida ,Busca lo que te relaje y te haga olvidar lo malo de la vida,20
4/26/2024 14:50:06,87RRAHBJ,"No tengo un escritor favorito, pero creo que la idea que tendría seria estar en calma y feliz","No tengo un escritor favorito, pero creo que la idea que tendría seria estar en calma y feliz",23
4/26/2024 15:01:39,EYYTA3LD,Al dejar de ser material y no existiendo.,Al dejar de ser material y no existiendo.,10
4/26/2024 15:35:25,W49IM590,"La felicidad es estar un fin de semana en casa de mi mamá, con mis hermanos, sobrinos, mi hija y mi abuelita.","La felicidad es estar un fin de semana en casa de mi mamá, con mis hermanos, sobrinos, mi hija y mi abuelita.",32
4/26/2024 16:54:59,7HKJBSVI,lograr la plenitud de las personas que amo,lograr la plenitud de las personas que amo,10
4/26/2024 16:57:51,41U4SDTP,Vivir y dejar vivir,Vivir y dejar vivir,5
4/26/2024 17:05:18,25DC2F4Q,Que la felicidad proviene de uno mismo y del significado que se le das a las pequeñas cosas o actividades que te llenan el alma,Que la felicidad proviene de uno mismo y del significado que se le das a las pequeñas cosas o actividades que te llenan el alma,28
4/26/2024 17:07:40,PPI1SV0E,"Disfrutar cada detalle del día a día, desde el más mínimo nivel","Disfrutar cada detalle del día a día, desde el más mínimo nivel",16
4/26/2024 18:22:59,KQGSATHF,Es la satisfacción de hacer las cosas que nos agradan,Es la satisfacción de hacer las cosas que nos agradan,15
4/26/2024 20:27:53,3ZF411GH,"La felicidad es esa calma, relajación y aquello que nos puede hacer sentir queridos e incluso importantes ","La felicidad es esa calma, relajación y aquello que nos puede hacer sentir queridos e incluso importantes",26
4/28/2024 12:04:28,5CYE0BRU,Enfocarte en mejorar física y mentalmente ,Enfocarte en mejorar física y mentalmente,10
4/28/2024 17:44:49,43K4VHCP,"La verdadera felicidad es cuando estás comiendo, platicando y riendo con tu familia, sin que nada más importe  ","La verdadera felicidad es cuando estás comiendo, platicando y riendo con tu familia, sin que nada más importe",27
4/28/2024 22:35:59,FA8HZ0ZJ,Siga siendo un artista que domine la espontaneidad ,Siga siendo un artista que domine la espontaneidad,13
4/29/2024 9:09:29,KFH9XJ94,Libertad financiera,Libertad financiera,3
4/29/2024 13:24:37,7I9KZQ70,"Encontrarse en paz, sin ninguna preocupación, pasándola bien con seres queridos o simplemente descansando y recuperándose viendo algo entretenido.","Encontrarse en paz, sin ninguna preocupación, pasándola bien con seres queridos o simplemente descansando y recuperándose viendo algo entretenido.",37
4/29/2024 13:26:44,TBIDV696,"La felicidad es cuando me siento en calma, paz y que em ambiente sea sano ","La felicidad es cuando me siento en calma, paz y que em ambiente sea sano",21
4/29/2024 13:30:35,BR14PE8E,"Vivir en plenitud, sentirse pleno consigo mismo y su enterno. no tener remordimientos","Vivir en plenitud, sentirse pleno consigo mismo y su enterno. no tener remordimientos",24
4/29/2024 13:31:46,PRUNGY5A,Satisfacción en todo su esplendor ,Satisfacción en todo su esplendor,10
4/29/2024 13:39:07,WHUIDLRU,"No hay un significado para algo tan especial como la felicidad ,pero si tuviera que decir algo al respecto ,diría que la felicidad se obtiene al cumplir metas aún si estas son insignificantes ","No hay un significado para algo tan especial como la felicidad ,pero si tuviera que decir algo al respecto ,diría que la felicidad se obtiene al cumplir metas aún si estas son insignificantes",45
4/29/2024 13:40:04,442SR3BQ,Serian aquellos momentos en los cuales se suele disfrutar de mejor manera el tiempo ,Serian aquellos momentos en los cuales se suele disfrutar de mejor manera el tiempo,17
4/29/2024 13:53:27,R5NND2PJ,"Satisfacción de lograr las cosas, sentir bienestar con las personas a mi alrededor y hacer cosas por los demás ","Satisfacción de lograr las cosas, sentir bienestar con las personas a mi alrededor y hacer cosas por los demás",24
4/29/2024 14:03:24,S62P3R06,"Es en aquel momento donde las preocupaciones, el miedo y los nervios se encuentran en otro lugar, permitiéndote disfrutar de aquello que estás experimentando en el presente ","Es en aquel momento donde las preocupaciones, el miedo y los nervios se encuentran en otro lugar, permitiéndote disfrutar de aquello que estás experimentando en el presente",42
4/29/2024 14:05:35,VBGGGTXX,"Estar rodeado de personas y cosas que te hagan sentir bien, en las que no sientas presiones","Estar rodeado de personas y cosas que te hagan sentir bien, en las que no sientas presiones",23
4/29/2024 14:21:13,YO9QP9GQ,Paz y emocion,Paz y emocion,5
4/29/2024 14:21:52,TIRMAXIL,"La felicidad es disfrutar de lo que haces, es sentirte libre con lo que eres. ","La felicidad es disfrutar de lo que haces, es sentirte libre con lo que eres.",24
4/29/2024 14:36:58,X939VKYG,Para mí la felicidad es poder estar con mi hija mi esposo mi familia saber que cuento con ellos que a pesar de todas las circunstancias siempre están para mí apoyándome incondicionalmente.,Para mí la felicidad es poder estar con mi hija mi esposo mi familia saber que cuento con ellos que a pesar de todas las circunstancias siempre están para mí apoyándome incondicionalmente.,43
4/29/2024 14:50:49,EE1OP684,"Emoción por algo, buscar el motivo de la felicidad: personas, dinero, salud, etc.","Emoción por algo, buscar el motivo de la felicidad: personas, dinero, salud, etc.",23
4/29/2024 15:07:54,G1NFK78R,no tiene significado cada quien le asigna unl,no tiene significado cada quien le asigna unl,10
4/29/2024 16:31:34,TW29QEAI,Salud. Libertad. Tiempo para estar con quien amas. ,Salud. Libertad. Tiempo para estar con quien amas.,12
4/29/2024 18:47:56,EC28OB0I,"Sensación en la que una persona se siente tranquila, en paz y sin preocupación, disfrutando alegremente","Sensación en la que una persona se siente tranquila, en paz y sin preocupación, disfrutando alegremente",30
4/29/2024 23:14:46,YWDANKQ3,Mirar el atardecer ,Mirar el atardecer,6
4/30/2024 0:22:30,41GHNML3,Estar con las personas que te hacen sentir seguro,Estar con las personas que te hacen sentir seguro,10
4/30/2024 0:30:58,ZYO6EKLW,La felicidad es un regalo que debemos disfrutar cuando llega ,La felicidad es un regalo que debemos disfrutar cuando llega,17
4/30/2024 8:38:45,WLSM1SUM,Pasar tiempo con la familia ,Pasar tiempo con la familia,5
4/30/2024 10:44:29,7RSZOAWX,"Es cuando te sientes en paz, cuando te sientes libre sin importar el contexto, cuando haces cosas divertidas inconscientemente porque estás feliz, cuando, cuando recuerdas esos momentos y sacas una sonrisa, sabes que en ese momento fuiste feliz y al recordarlo te saca una sonrisa ","Es cuando te sientes en paz, cuando te sientes libre sin importar el contexto, cuando haces cosas divertidas inconscientemente porque estás feliz, cuando, cuando recuerdas esos momentos y sacas una sonrisa, sabes que en ese momento fuiste feliz y al recordarlo te saca una sonrisa",71
4/30/2024 11:00:56,NOQASZVA,"El de salir a hacer actividades recreativas, estar presente por completo a lo que está sucediendo y buscar actividades gratificantes para ti, además de socializar con personas que te aporten estabilidad emocional ","El de salir a hacer actividades recreativas, estar presente por completo a lo que está sucediendo y buscar actividades gratificantes para ti, además de socializar con personas que te aporten estabilidad emocional",46
4/30/2024 13:35:25,N9JIRQ1R,Que la vida se trata de ver qué tan bueno puede llegar uno a ser,Que la vida se trata de ver qué tan bueno puede llegar uno a ser,16
4/30/2024 14:30:58,RVJ6EPRG,"La felicidad la encontramos en lo que nos hace sentir paz, en las personas que nos rodean y en las cosas que nos trasmiten empatía con el mundo entero ","La felicidad la encontramos en lo que nos hace sentir paz, en las personas que nos rodean y en las cosas que nos trasmiten empatía con el mundo entero",37
4/30/2024 18:16:40,2WMZZ63C,"Aquél sentimiento que te hace olvidar todo lo demás, tanto como el tiempo y el espacio. Se sobrepone por todo aquello que nos rodea, por un momento experimentas el perder la percepción de las cosas con ese embriagante sabor de la felicidad que incluso a los las fuertes los hace llorar.","Aquél sentimiento que te hace olvidar todo lo demás, tanto como el tiempo y el espacio. Se sobrepone por todo aquello que nos rodea, por un momento experimentas el perder la percepción de las cosas con ese embriagante sabor de la felicidad que incluso a los las fuertes los hace llorar.",71
4/30/2024 18:38:14,53710675,No se puede buscar solo para hallarla si no hay que entenderla para encontrarla,No se puede buscar solo para hallarla si no hay que entenderla para encontrarla,18
4/30/2024 21:04:57,7CTEOZ0B,"Que la felicidad es como la vida, no buscar significado, si no disfrutar.","Que la felicidad es como la vida, no buscar significado, si no disfrutar.",20
5/1/2024 8:23:10,RJYNX3WD,Talvez los momentos donde puedes ser tu mismo sin filtros ni máscaras ,Talvez los momentos donde puedes ser tu mismo sin filtros ni máscaras,17
5/1/2024 16:59:46,IRUH1G2Z,Vivir el momento,Vivir el momento,4
5/1/2024 20:39:05,IYJTK4UN,Sentimiento acompañado de paz y tranquilidad por a ver dado todo de ti en cualquier situación de la vida.,Sentimiento acompañado de paz y tranquilidad por a ver dado todo de ti en cualquier situación de la vida.,24
5/1/2024 21:34:58,J7YGJPIE,No sabria que idea ,No sabria que idea,5
5/1/2024 23:34:11,XA5DPHB3,Apreciar las pequeñas cosas del día ,Apreciar las pequeñas cosas del día,8
5/2/2024 1:19:32,6QCKW4ZX,Está tranquilo con la vida ,Está tranquilo con la vida,8
5/2/2024 18:33:09,BHZT40UO,"Diría que cada persona posee el secreto de su propia felicidad, la felicidad no es algo en específico, para unos la felicidad está en la autorrealización, en alcanzar metas propias, para otros está en tener dinero, en viajar, o recibir honores, etc. Pero lo que es cierto es que cada individuo está en busca de  su propia felicidad.","Diría que cada persona posee el secreto de su propia felicidad, la felicidad no es algo en específico, para unos la felicidad está en la autorrealización, en alcanzar metas propias, para otros está en tener dinero, en viajar, o recibir honores, etc. Pero lo que es cierto es que cada individuo está en busca de su propia felicidad.",80
5/2/2024 23:42:40,Q8HPCRF0,"La felicidad puede ser cualquier cosa desde pasar tiempo con amigos, comer algo que te gusta, e incluso actividades que te pudieran gustar, la felicidad se basa en que perspectiva pone las cosas.","La felicidad puede ser cualquier cosa desde pasar tiempo con amigos, comer algo que te gusta, e incluso actividades que te pudieran gustar, la felicidad se basa en que perspectiva pone las cosas.",44
5/3/2024 9:27:43,9OCOYQ5S,"Diría que el significado está en el camino que cada individuo recorre para encontrar su felicidad, ya que es subjetivo pero todos persiguen algún objetivo y en cada camino hay un universo de cosas que nos hacen felices ","Diría que el significado está en el camino que cada individuo recorre para encontrar su felicidad, ya que es subjetivo pero todos persiguen algún objetivo y en cada camino hay un universo de cosas que nos hacen felices",48
5/3/2024 16:49:43,,La felicidad está en la libertad y en aquello que amamos hacer ,La felicidad está en la libertad y en aquello que amamos hacer,16
5/3/2024 16:49:47,UBXXESOE,La felicidad es hacer lo que te genera placer en todas las áreas.,La felicidad es hacer lo que te genera placer en todas las áreas.,16
5/7/2024 16:14:01,DLCOTDB3,"La felicidad es cuando encuentras la paz en uno mismo, cuando no te limitas a nada, te sientes vivo al hacer cosas que tu amas y aprecias.","La felicidad es cuando encuentras la paz en uno mismo, cuando no te limitas a nada, te sientes vivo al hacer cosas que tu amas y aprecias.",37
5/7/2024 17:52:41,73E51Z9Y,La felicidad es cuando mi mamá me hace algún mimo o me abraza de la nada. La felicidad se siente cálido y acogedor. ,La felicidad es cuando mi mamá me hace algún mimo o me abraza de la nada. La felicidad se siente cálido y acogedor.,36
5/8/2024 0:16:33,NZNKVJN5,Sensación momentánea de éxtasis ,Sensación momentánea de éxtasis,9
5/9/2024 13:11:23,K34YLW69,"Es el momento en el que no sientes ninguna preocupacion, y sienes tranquilidad en tu imterior","Es el momento en el que no sientes ninguna preocupacion, y sienes tranquilidad en tu imterior",27
5/9/2024 13:19:18,9NUZ5PKN,Amarte a ti mismo ,Amarte a ti mismo,5
5/9/2024 13:20:19,QXWPZ23V,Familia ,Familia,1
5/9/2024 13:26:41,97RWBCRJ,"El disfrutar de tu vida, el observar y darte cuenta de cada pequeño momento, darse cuenta lo afortunado que eres al tener lo que tienes, y no hablo de lo económico, si no de las personas que te rodean, del amor y apoyo que te brindan ","El disfrutar de tu vida, el observar y darte cuenta de cada pequeño momento, darse cuenta lo afortunado que eres al tener lo que tienes, y no hablo de lo económico, si no de las personas que te rodean, del amor y apoyo que te brindan",64
5/9/2024 13:37:30,G63ZMG4B,"Que la fecilidad es en momentos donde estas tranquilo, lleno de libertad, cuando estas viviendo el momento plenamente","Que la fecilidad es en momentos donde estas tranquilo, lleno de libertad, cuando estas viviendo el momento plenamente",28
5/9/2024 13:48:45,GL74ZXRL,momentos donde la angustia y estres no estan presentes,momentos donde la angustia y estres no estan presentes,12
5/9/2024 14:22:33,VXWOTMTO,Encontrar la paz interior y la satisfacción en el logro de los objetivos y el desarrollo personal.,Encontrar la paz interior y la satisfacción en el logro de los objetivos y el desarrollo personal.,24
5/9/2024 14:27:31,7QQDXHQ7,"Sobre una guerra ficticia que represente los problemas actuales de la sociedad. 
Por qué una guerra?
Porque creo que sería la mejor forma de representarlo a mi parecer aunque la situación fuese extrema.",Sobre una guerra ficticia que represente los problemas actuales de la sociedad. Por qué una guerra? Porque creo que sería la mejor forma de representarlo a mi parecer aunque la situación fuese extrema.,43
5/9/2024 14:34:45,WW1GHWY1,"En el momento que cuando haces algo lo hagas con tranquilidad y con eficiencia, sin notar cansancio y no querer irte del lugar 
","En el momento que cuando haces algo lo hagas con tranquilidad y con eficiencia, sin notar cansancio y no querer irte del lugar",34
5/9/2024 14:35:17,4F5JZDBC,Libertad ,Libertad,1
5/9/2024 16:15:48,9OS9PHYF,Encontrarse a uno mismo ,Encontrarse a uno mismo,6
5/9/2024 17:35:34,16RK386Y,La felicidad son las pequeñas cosas que experimentamos que hacen que se olvide todo lo malo.,La felicidad son las pequeñas cosas que experimentamos que hacen que se olvide todo lo malo.,21
5/9/2024 18:29:23,1RKPWNBF,Sigue tus sueños. 1,Sigue tus sueños. 1,8
5/9/2024 18:31:44,BQK35SUL,"Estar bien consigo mismo, sentir paz y tranquilidad tanto estando solos como con personas queridas.","Estar bien consigo mismo, sentir paz y tranquilidad tanto estando solos como con personas queridas.",24
5/9/2024 18:46:39,3G5WW5TD,"Haz lo que sea, cuando sientas que las horas se pasan como minutos. Es ahí donde realmente la pasas bien.","Haz lo que sea, cuando sientas que las horas se pasan como minutos. Es ahí donde realmente la pasas bien.",27
5/9/2024 19:30:55,4L83S1WU,"Experimentar, abrirse a nuevos horizontes y dejar de pensar en el futuro","Experimentar, abrirse a nuevos horizontes y dejar de pensar en el futuro",17
5/9/2024 22:04:15,1OGWU084,"La sensación de poder vivir la vida en gozo y sin preocupaciones, vivir cada día como si fuese el último de todos, dejar las preocupaciones y miedos atrás ","La sensación de poder vivir la vida en gozo y sin preocupaciones, vivir cada día como si fuese el último de todos, dejar las preocupaciones y miedos atrás",41
5/10/2024 13:59:01,IPYENR3M,"La felicidad está presente en múltiples instantes de nuestra vida, se encuentra en los momentos en los que puedes ser tu mismo, en los que no tienes nada qué ocultar y sientes mucha paz.","La felicidad está presente en múltiples instantes de nuestra vida, se encuentra en los momentos en los que puedes ser tu mismo, en los que no tienes nada qué ocultar y sientes mucha paz.",45
5/10/2024 15:00:27,XTINAGL2,"En mi opinión la felicidad es la ausencia del caos, enojos y estrés, en momentos específicos. Sintetizando para mi la felicidad sinónimo de plenitud  ","En mi opinión la felicidad es la ausencia del caos, enojos y estrés, en momentos específicos. Sintetizando para mi la felicidad sinónimo de plenitud",39
5/10/2024 15:20:56,PJEM9DJR,"Encontrar lo que te hace feliz a ti, sin importar lo que digan los demas","Encontrar lo que te hace feliz a ti, sin importar lo que digan los demas",21
5/10/2024 16:27:26,90SG09DL,Primero necesitas experimentar la tristeza para saber que es la felicidad,Primero necesitas experimentar la tristeza para saber que es la felicidad,18
5/10/2024 19:40:06,ZO6GKY6S,Tranquilidad ,Tranquilidad,4
5/10/2024 22:31:28,S45KT7YO,Sentirse a gusto con uno mismo y estar tranquilo ,Sentirse a gusto con uno mismo y estar tranquilo,13
5/12/2024 0:48:52,T6C4YU2L,La satisfacción de lograr algo complicado,La satisfacción de lograr algo complicado,11
5/12/2024 20:18:00,9TQIQ8J0,Son momentos,Son momentos,2
5/12/2024 20:47:26,QOKLYQJZ,"Estabilidad emocional, económica, salud y estar con personas que te recuerden que la vida es bonita","Estabilidad emocional, económica, salud y estar con personas que te recuerden que la vida es bonita",24
5/13/2024 9:54:13,AR2SHENR,Amor propio ,Amor propio,2
5/13/2024 18:24:51,MXD2BDEN,"No sé, hace mucho no pienso en felicidad, solo en funcionalidad, si algo sale bien o esta en orden es lo que me hace sentir bien","No sé, hace mucho no pienso en felicidad, solo en funcionalidad, si algo sale bien o esta en orden es lo que me hace sentir bien",34
5/13/2024 20:32:28,I9HEYDJ0,Ser pleno con uno mismo,Ser pleno con uno mismo,5
5/13/2024 20:43:31,C2VL95E5,"La felicidad es aquella que se presenta a ti en forma de risa, de paz, aquella que te hace sentir tranquila, con ganas de vivir el día a día y de disfrutar cada momento sin importar las cosas que se tengan que hacer porque al final es uno quien se pone a si mismo en primer lugar.","La felicidad es aquella que se presenta a ti en forma de risa, de paz, aquella que te hace sentir tranquila, con ganas de vivir el día a día y de disfrutar cada momento sin importar las cosas que se tengan que hacer porque al final es uno quien se pone a si mismo en primer lugar.",71
5/13/2024 20:44:20,YOP5JWEP,EL AMOR ,EL AMOR,3
5/13/2024 20:46:18,YG3TTUE9,La felicidad no es un estado sino las decisiones que tomamos,La felicidad no es un estado sino las decisiones que tomamos,14
5/13/2024 22:36:11,ZOYW0DWU,Relajación y paz mental ,Relajación y paz mental,7
5/14/2024 10:02:00,V5J3IP8N,Hacer lo que te gusta y perseguir un sueño ,Hacer lo que te gusta y perseguir un sueño,13
5/15/2024 20:14:17,E4EGEZ1X,"Vivir una vida libre de preocupaciones y conflictos con las personas, cosas y comodidad que uno imagina o sueña tener.","Vivir una vida libre de preocupaciones y conflictos con las personas, cosas y comodidad que uno imagina o sueña tener.",30
5/15/2024 20:43:29,DJWQSCW2,Estar vivo y hacer lo que uno quiere y le gusta,Estar vivo y hacer lo que uno quiere y le gusta,13
5/15/2024 21:34:45,3KRGQIMS,Le preguntaría primero .....que es el pesimismo? y si el placer es lo mismo que la felicidad.,Le preguntaría primero .....que es el pesimismo? y si el placer es lo mismo que la felicidad.,29
5/15/2024 22:02:58,0K4CZRKQ,"La felicidad es la presencia de tranquilidad, paz y armonía con tú ser y tú entorno, basado en la satisfacción de las actividades o acciones que haces o simplemente la tranquilidad contigo mismo","La felicidad es la presencia de tranquilidad, paz y armonía con tú ser y tú entorno, basado en la satisfacción de las actividades o acciones que haces o simplemente la tranquilidad contigo mismo",49
5/15/2024 23:23:27,5GRMSXOF,Las amistades y el amor ,Las amistades y el amor,6
5/16/2024 0:26:26,TDU8A4SC,Viajar mucho y tener estabilidad económica ,Viajar mucho y tener estabilidad económica,8
5/16/2024 0:29:08,QN6SP8W7,Situación en la que uno llega a sentir comodidad ,Situación en la que uno llega a sentir comodidad,13
5/16/2024 0:35:07,CHNLHC6X,No sé,No sé,2
5/16/2024 0:55:45,IX724P8G,"que la felicidad no es algo que se pueda dar a alguien más, si no que alcanza por nosotros mismos. ","que la felicidad no es algo que se pueda dar a alguien más, si no que alcanza por nosotros mismos.",25
5/16/2024 1:13:18,B05YDAZ0,"La vida es un parpadeo, nos preocupamos por tonterías y olvidamos que al morir solo llevamos lo que disfrutamos.","La vida es un parpadeo, nos preocupamos por tonterías y olvidamos que al morir solo llevamos lo que disfrutamos.",34
5/16/2024 1:41:10,AJKRH064,Poder ser uno mismo sin temor a lo que los demás piense de uno mismo,Poder ser uno mismo sin temor a lo que los demás piense de uno mismo,17
5/16/2024 1:44:31,1RHBUABD,"Es el poder sentirse agradecido con las situaciones que vivimos, personas con las que convivimos y el tiempo que invertimos en las cosas","Es el poder sentirse agradecido con las situaciones que vivimos, personas con las que convivimos y el tiempo que invertimos en las cosas",33
5/16/2024 1:45:41,86IH30I7,Estabilidad financiera y realizar las actividades que te gustan sin preocupaciones.,Estabilidad financiera y realizar las actividades que te gustan sin preocupaciones.,18
5/16/2024 7:20:37,7SV40TFC,"El estar tranquilo contigo mismo, el poder sentirte libre y no tener nada que sobrepensar, el sentirte relajado y sin preocupaciones.","El estar tranquilo contigo mismo, el poder sentirte libre y no tener nada que sobrepensar, el sentirte relajado y sin preocupaciones.",37
5/16/2024 8:27:32,G2H8Q8RA,Un momento fugas de realización ,Un momento fugas de realización,6
5/16/2024 8:38:22,JC7G5EHG,Paz mental,Paz mental,2
5/16/2024 8:46:06,91VK19HH,La felicidad es la capacidad de apreciar las cosas en nuestra vida,La felicidad es la capacidad de apreciar las cosas en nuestra vida,15
5/16/2024 9:12:26,KCXYQUUD,"La felicidad es algo que se busca, no que se tiene y es temporal ya que sin momentos de tristeza no existiria la felicidad ","La felicidad es algo que se busca, no que se tiene y es temporal ya que sin momentos de tristeza no existiria la felicidad",31
